seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr14	75744876	75744913	38	*	X22528	2353	75745481	75748937	3457	+	567	upstream	567	FOS
chr14	75988901	75988941	41	*	X22544	10538	75988784	76013334	24551	+	0	inside	116	BATF
chr14	76126123	76126257	135	*	X22547	23093	76127551	76421425	293875	+	1293	upstream	1293	TTLL5
chr14	77495189	77495250	62	*	X22645	64207	77490886	77495042	4157	-	146	upstream	146	IRF2BPL
chr14	77495326	77495445	120	*	X22646	64207	77490886	77495042	4157	-	283	upstream	283	IRF2BPL
chr14	77647067	77647181	115	*	X22670	57156	77648102	77725838	77737	+	920	upstream	920	TMEM63C
chr14	77786498	77786677	180	*	X22680	2954	77787230	77797940	10711	+	552	upstream	552	GSTZ1
chr14	77966424	77966558	135	*	X22683	145501	77940738	77965210	24473	-	1213	upstream	1213	ISM2
chr14	78226325	78226384	60	*	X22685	283579	78227173	78236085	8913	+	788	upstream	788	C14orf178
chr14	78636793	78636897	105	*	X22701	9369	78636716	80334633	1697918	+	0	inside	76	NRXN3
chr14	88793476	88793610	135	*	X22791	54207	88646452	88793256	146805	-	219	upstream	219	KCNK10
chr14	89882395	89882484	90	*	X22847	400236	89883698	89886137	2440	+	1213	upstream	1213	FOXN3-AS1
chr14	90798523	90798569	47	*	X22898	55051	90744398	90798481	54084	-	41	upstream	41	NRDE2
chr14	90920191	90920280	90	*	X22905	400238	90921574	90925249	3676	+	1293	upstream	1293	LINC00642
chr14	91283264	91283328	65	*	X22935	145567	91006932	91282761	275830	-	502	upstream	502	TTC7B
chr14	91580580	91580604	25	*	X22938	80017	91580357	91691703	111347	+	0	inside	222	DGLUCY
chr14	92335510	92335631	122	*	X22968	123036	92246267	92333880	87614	-	1629	upstream	1629	TC2N
chr14	92573400	92573414	15	*	X22972	4287	92524896	92572965	48070	-	434	upstream	434	ATXN3
chr14	93798166	93798255	90	*	X23040	57578	93799565	94173689	374125	+	1309	upstream	1309	UNC79
chr14	93798631	93798639	9	*	X23041	57578	93799565	94173689	374125	+	925	upstream	925	UNC79
chr14	94256682	94256786	105	*	X23058	145270	94184644	94254766	70123	-	1915	upstream	1915	PRIMA1
chr14	94462029	94462299	271	*	X23069	256369	94463616	94478041	14426	+	1316	upstream	1316	CCDC197
chr14	94462375	94462524	150	*	X23070	256369	94463616	94478041	14426	+	1091	upstream	1091	CCDC197
chr14	94577131	94577310	180	*	X23073	3429	94577079	94583033	5955	+	0	inside	51	IFI27
chr14	94596704	94596715	12	*	X23075	83982	94594118	94595957	1840	-	746	upstream	746	IFI27L2
chr14	94857466	94857543	78	*	X23081	5265	94843084	94857029	13946	-	436	upstream	436	SERPINA1
chr14	94919056	94919070	15	*	X23082	256394	94908801	94919122	10322	-	0	inside	51	SERPINA11
chr14	95236868	95236949	82	*	X23095	145258	95234560	95236499	1940	-	368	upstream	368	GSC
chr14	96341986	96342105	120	*	X23145	100507043	96343109	96391908	48800	+	1003	upstream	1003	TUNAR
chr14	96504260	96504390	131	*	X23159	56967	96505661	96560226	54566	+	1270	upstream	1270	C14orf132
chr14	96505515	96505528	14	*	X23160	56967	96505661	96560226	54566	+	132	upstream	132	C14orf132
chr14	99739020	99739154	135	*	X23272	64919	99635625	99737822	102198	-	1197	upstream	1197	BCL11B
chr14	100072190	100072339	150	*	X23323	317762	99977603	100070727	93125	-	1462	upstream	1462	CCDC85C
chr14	100139479	100139628	150	*	X23329	100847024	100140219	100140241	23	+	590	upstream	590	MIR5698
chr14	100139869	100139871	3	*	X23330	100847024	100140219	100140241	23	+	347	upstream	347	MIR5698
chr14	100841904	100841935	32	*	X23378	79446	100842755	100996640	153886	+	819	upstream	819	WDR25
chr14	101036127	101036231	105	*	X23397	57596	101003484	101036131	32648	-	0	overlapStart	0	BEGAIN
chr14	101192761	101192832	72	*	X23409	8788	101193202	101201467	8266	+	369	upstream	369	DLK1
chr14	103524870	103525004	135	*	X23524	9578	103398716	103523742	125027	-	1127	upstream	1127	CDC42BPB
chr14	103565467	103565553	87	*	X23528	91828	103566481	103576894	10414	+	927	upstream	927	EXOC3L4
chr14	103565764	103565868	105	*	X23529	91828	103566481	103576894	10414	+	612	upstream	612	EXOC3L4
chr14	104027823	104028077	255	*	X23560	3831	104029299	104167888	138590	+	1221	upstream	1221	KLC1
chr14	104027823	104028077	255	*	X23560	84334	104029299	104057236	27938	+	1221	upstream	1221	COA8
chr14	104551534	104551544	11	*	X23583	374569	104552023	104579046	27024	+	478	upstream	478	ASPG
chr14	104603420	104603599	180	*	X23589	26153	104605060	104647235	42176	+	1460	upstream	1460	KIF26A
chr14	105071444	105071758	315	*	X23624	388021	105060420	105071097	10678	-	346	upstream	346	TMEM179
chr14	105144034	105144079	46	*	X23630	100616300	105144031	105144086	56	-	0	inside	6	MIR4710
chr14	105144829	105144918	90	*	X23631	100616300	105144031	105144086	56	-	742	upstream	742	MIR4710
chr14	105145069	105145323	255	*	X23632	100616300	105144031	105144086	56	-	982	upstream	982	MIR4710
chr14	105188844	105188993	150	*	X23647	122622	105190534	105213647	23114	+	1540	upstream	1540	ADSS1
chr14	105262856	105262945	90	*	X23653	207	105235687	105262080	26394	-	775	upstream	775	AKT1
chr14	105263095	105263199	105	*	X23654	207	105235687	105262080	26394	-	1014	upstream	1014	AKT1
chr14	105263861	105263980	120	*	X23655	207	105235687	105262080	26394	-	1780	upstream	1780	AKT1
chr14	105265225	105265329	105	*	X23656	100128927	105266933	105271048	4116	+	1603	upstream	1603	ZBTB42
chr14	105266029	105266148	120	*	X23657	100128927	105266933	105271048	4116	+	784	upstream	784	ZBTB42
chr14	105329944	105330037	94	*	X23663	283638	105331650	105363107	31458	+	1612	upstream	1612	CEP170B
chr14	105330115	105330168	54	*	X23664	283638	105331650	105363107	31458	+	1481	upstream	1481	CEP170B
chr14	105445539	105445703	165	*	X23675	113146	105403591	105444694	41104	-	844	upstream	844	AHNAK2
chr14	105531553	105531616	64	*	X23679	29933	105515737	105531754	16018	-	0	inside	137	GPR132
chr14	105955975	105956184	210	*	X23703	283643	105956192	105965585	9394	+	7	upstream	7	TEDC1
chr15	23932636	23932662	27	*	X23717	4692	23930554	23932450	1897	-	185	upstream	185	NDN
chr15	27216054	27216074	21	*	X23801	2567	27216429	27778373	561945	+	354	upstream	354	GABRG3
chr15	30115253	30115327	75	*	X23890	7082	29992357	30114706	122350	-	546	upstream	546	TJP1
chr15	31194710	31194814	105	*	X23902	22909	31196055	31235310	39256	+	1240	upstream	1240	FAN1
chr15	34331642	34331649	8	*	X24015	57099	34158428	34331303	172876	-	338	upstream	338	AVEN
chr15	34634327	34634401	75	*	X24020	256646	34635516	34649931	14416	+	1114	upstream	1114	NUTM1
chr15	35046407	35046511	105	*	X24026	57369	35044642	35046782	2141	-	0	inside	270	GJD2
chr15	35047913	35048017	105	*	X24027	57369	35044642	35046782	2141	-	1130	upstream	1130	GJD2
chr15	35839184	35839288	105	*	X24034	89978	35663170	35838404	175235	-	779	upstream	779	DPH6
chr15	37179252	37179386	135	*	X24051	145845	37156644	37178734	22091	-	517	upstream	517	LOC145845
chr15	37179681	37179785	105	*	X24052	145845	37156644	37178734	22091	-	946	upstream	946	LOC145845
chr15	37180362	37180481	120	*	X24053	145845	37156644	37178734	22091	-	1627	upstream	1627	LOC145845
chr15	37180491	37180640	150	*	X24054	145845	37156644	37178734	22091	-	1756	upstream	1756	LOC145845
chr15	37394451	37394453	3	*	X24070	4212	37183222	37393500	210279	-	950	upstream	950	MEIS2
chr15	37395069	37395173	105	*	X24071	4212	37183222	37393500	210279	-	1568	upstream	1568	MEIS2
chr15	40075855	40075929	75	*	X24099	161835	39892232	40075039	182808	-	815	upstream	815	FSIP1
chr15	40225559	40225693	135	*	X24108	440275	40226347	40327797	101451	+	653	upstream	653	EIF2AK4
chr15	40332523	40332627	105	*	X24113	6727	40327891	40331389	3499	-	1133	upstream	1133	SRP14
chr15	40575822	40575896	75	*	X24144	100131244	40573645	40574787	1143	-	1034	upstream	1034	ANKRD63
chr15	40599995	40600077	83	*	X24149	5330	40580098	40600174	20077	-	0	inside	96	PLCB2
chr15	40601735	40601854	120	*	X24150	5330	40580098	40600174	20077	-	1560	upstream	1560	PLCB2
chr15	40632834	40632983	150	*	X24159	388115	40623653	40633168	9516	-	0	inside	184	CCDC9B
chr15	40649681	40649800	120	*	X24165	85455	40650434	40663256	12823	+	633	upstream	633	DISP2
chr15	41061780	41061929	150	*	X24181	643338	41062159	41064648	2490	+	229	upstream	229	C15orf62
chr15	41219764	41219774	11	*	X24198	54567	41221531	41231258	9728	+	1756	upstream	1756	DLL4
chr15	41575070	41575249	180	*	X24209	729082	41576201	41591795	15595	+	951	upstream	951	OIP5-AS1
chr15	41850167	41850256	90	*	X24214	7301	41851220	41871536	20317	+	963	upstream	963	TYRO3
chr15	41850857	41850871	15	*	X24215	7301	41851220	41871536	20317	+	348	upstream	348	TYRO3
chr15	43477151	43477195	45	*	X24245	23582	43477466	43489375	11910	+	270	upstream	270	CCNDBP1
chr15	43662541	43662675	135	*	X24247	27229	43663313	43698240	34928	+	637	upstream	637	TUBGCP4
chr15	43662541	43662675	135	*	X24247	146050	43650370	43662258	11889	-	282	upstream	282	ZSCAN29
chr15	43808637	43808816	180	*	X24251	4130	43809806	43823818	14013	+	989	upstream	989	MAP1A
chr15	43809693	43809710	18	*	X24252	4130	43809806	43823818	14013	+	95	upstream	95	MAP1A
chr15	44087238	44087357	120	*	X24257	100302254	44085857	44085957	101	-	1280	upstream	1280	MIR1282
chr15	44091072	44091161	90	*	X24260	25764	44091556	44095241	3686	+	394	upstream	394	HYPK
chr15	44091072	44091161	90	*	X24260	80237	44064798	44091335	26538	-	0	inside	173	ELL3
chr15	44092561	44092665	105	*	X24261	80237	44064798	44091335	26538	-	1225	upstream	1225	ELL3
chr15	44092561	44092665	105	*	X24261	619189	44086372	44092295	5924	-	265	upstream	265	SERINC4
chr15	45405736	45405900	165	*	X24272	405753	45406523	45410301	3779	+	622	upstream	622	DUOXA2
chr15	45406377	45406406	30	*	X24273	405753	45406523	45410301	3779	+	116	upstream	116	DUOXA2
chr15	45406377	45406406	30	*	X24273	50506	45384852	45406359	21508	-	17	upstream	17	DUOX2
chr15	45669933	45669949	17	*	X24284	145663	45670898	45672321	1424	+	948	upstream	948	NA
chr15	45877748	45877867	120	*	X24287	26258	45879417	45901909	22493	+	1549	upstream	1549	BLOC1S6
chr15	47476249	47476357	109	*	X24297	80031	47476403	48066420	590018	+	45	upstream	45	SEMA6D
chr15	48938711	48938779	69	*	X24327	2200	48700503	48937985	237483	-	725	upstream	725	FBN1
chr15	49256651	49256770	120	*	X24332	399694	49115934	49255641	139708	-	1009	upstream	1009	SHC4
chr15	50979884	50979988	105	*	X24350	54822	50849352	50979012	129661	-	871	upstream	871	TRPM7
chr15	51533664	51533798	135	*	X24363	100616369	51534387	51534461	75	+	588	upstream	588	MIR4713
chr15	51916325	51916411	87	*	X24368	23312	51739921	51914967	175047	-	1357	upstream	1357	DMXL2
chr15	52043137	52043181	45	*	X24374	29767	52043758	52108558	64801	+	576	upstream	576	TMOD2
chr15	52121209	52121291	83	*	X24377	29766	52121825	52221651	99827	+	533	upstream	533	TMOD3
chr15	52309506	52309685	180	*	X24380	5597	52311411	52358462	47052	+	1725	upstream	1725	MAPK6
chr15	52822113	52822262	150	*	X24398	4644	52599480	52821247	221768	-	865	upstream	865	MYO5A
chr15	52972091	52972202	112	*	X24401	56204	52873518	52970953	97436	-	1137	upstream	1137	FAM214A
chr15	53082230	53082367	138	*	X24416	3175	53049160	53082209	33050	-	20	upstream	20	ONECUT1
chr15	54303986	54304015	30	*	X24435	440279	54305101	54920806	615706	+	1085	upstream	1085	UNC13C
chr15	56536961	56537017	57	*	X24459	64864	56379479	56535483	156005	-	1477	upstream	1477	RFX7
chr15	56537468	56537587	120	*	X24460	64864	56379479	56535483	156005	-	1984	upstream	1984	RFX7
chr15	57883804	57883863	60	*	X24505	100820829	57884102	57999153	115052	+	238	upstream	238	MYZAP
chr15	57883804	57883863	60	*	X24505	145781	57884102	58009755	125654	+	238	upstream	238	GCOM1
chr15	59279731	59279799	69	*	X24530	54778	59279865	59389618	109754	+	65	upstream	65	RNF111
chr15	59729444	59729533	90	*	X24543	145773	59730372	59815751	85380	+	838	upstream	838	FAM81A
chr15	59729777	59729803	27	*	X24544	145773	59730372	59815751	85380	+	568	upstream	568	FAM81A
chr15	59982144	59982152	9	*	X24546	663	59955062	59981642	26581	-	501	upstream	501	BNIP2
chr15	63480197	63480286	90	*	X24697	51762	63481728	63559973	78246	+	1441	upstream	1441	RAB8B
chr15	63674155	63674203	49	*	X24710	771	63615730	63674075	58346	-	79	upstream	79	CA12
chr15	63794710	63794814	105	*	X24721	9960	63796710	63886839	90130	+	1895	upstream	1895	USP3
chr15	63794875	63794949	75	*	X24722	9960	63796710	63886839	90130	+	1760	upstream	1760	USP3
chr15	63894207	63894311	105	*	X24731	100130855	63879909	63893026	13118	-	1180	upstream	1180	USP3-AS1
chr15	65055239	65055358	120	*	X24778	100302184	65054586	65054714	129	-	524	upstream	524	MIR1272
chr15	65055974	65056138	165	*	X24779	100302184	65054586	65054714	129	-	1259	upstream	1259	MIR1272
chr15	65056290	65056379	90	*	X24780	100302184	65054586	65054714	129	-	1575	upstream	1575	MIR1272
chr15	65118338	65118352	15	*	X24786	80119	65107833	65117838	10006	-	499	upstream	499	PIF1
chr15	65132276	65132410	135	*	X24789	80301	65134082	65160201	26120	+	1671	upstream	1671	PLEKHO2
chr15	65282477	65282535	59	*	X24814	51324	65255363	65282251	26889	-	225	upstream	225	SPG21
chr15	65503573	65503872	300	*	X24826	8483	65488337	65503840	15504	-	0	overlapStart	0	CILP
chr15	65579490	65579569	80	*	X24828	54956	65550437	65579018	28582	-	471	upstream	471	PARP16
chr15	65672246	65672252	7	*	X24855	9543	65619465	65670378	50914	-	1867	upstream	1867	IGDCC3
chr15	65717130	65717219	90	*	X24869	57722	65673825	65715410	41586	-	1719	upstream	1719	IGDCC4
chr15	65902665	65902834	170	*	X24873	9187	65903704	65953256	49553	+	869	upstream	869	SLC24A1
chr15	66584000	66584042	43	*	X24919	115752	66585633	66626236	40604	+	1590	upstream	1590	DIS3L
chr15	66585348	66585422	75	*	X24920	115752	66585633	66626236	40604	+	210	upstream	210	DIS3L
chr15	66648745	66648768	24	*	X24921	54962	66629008	66649054	20047	-	0	inside	285	TIPIN
chr15	66858507	66858526	20	*	X24942	197021	66840537	66858317	17781	-	189	upstream	189	LCTL
chr15	66859354	66859458	105	*	X24943	197021	66840537	66858317	17781	-	1036	upstream	1036	LCTL
chr15	67813209	67813235	27	*	X25010	145853	67813522	67819641	6120	+	286	upstream	286	C15orf61
chr15	68345658	68345814	157	*	X25044	8554	68346572	68480404	133833	+	757	upstream	757	PIAS1
chr15	68346378	68346425	48	*	X25045	8554	68346572	68480404	133833	+	146	upstream	146	PIAS1
chr15	68498390	68498479	90	*	X25051	91860	68483043	68498448	15406	-	0	overlapStart	0	CALML4
chr15	68500044	68500133	90	*	X25052	91860	68483043	68498448	15406	-	1595	upstream	1595	CALML4
chr15	68500310	68500396	87	*	X25053	91860	68483043	68498448	15406	-	1861	upstream	1861	CALML4
chr15	68724610	68724648	39	*	X25074	22801	68594042	68724492	130451	-	117	upstream	117	ITGA11
chr15	68725220	68725339	120	*	X25075	22801	68594042	68724492	130451	-	727	upstream	727	ITGA11
chr15	69099681	69099950	270	*	X25106	80035	69096160	69099440	3281	-	240	upstream	240	ANP32A-IT1
chr15	69101226	69101375	150	*	X25107	80035	69096160	69099440	3281	-	1785	upstream	1785	ANP32A-IT1
chr15	69115326	69115430	105	*	X25108	100313884	69116303	69489862	373560	+	872	upstream	872	MIR548H4
chr15	69744106	69744195	90	*	X25131	6176	69745159	69747884	2726	+	963	upstream	963	RPLP1
chr15	70371700	70371714	15	*	X25166	693214	70371711	70371807	97	-	0	overlapEnd	92	MIR629
chr15	70371777	70371819	43	*	X25167	693214	70371711	70371807	97	-	0	overlapStart	0	MIR629
chr15	70390825	70390929	105	*	X25178	7090	70340543	70390256	49714	-	568	upstream	568	TLE3
chr15	71056522	71056626	105	*	X25228	55075	70946893	71055850	108958	-	671	upstream	671	UACA
chr15	71145482	71145562	81	*	X25229	54839	71145618	71342436	196819	+	55	upstream	55	LRRC49
chr15	71407488	71407592	105	*	X25232	196993	71402583	71407839	5257	-	0	inside	246	CT62
chr15	72666905	72666959	55	*	X25262	80072	72668454	72671129	2676	+	1494	upstream	1494	HEXA-AS1
chr15	72667095	72667214	120	*	X25263	80072	72668454	72671129	2676	+	1239	upstream	1239	HEXA-AS1
chr15	72667414	72667488	75	*	X25264	80072	72668454	72671129	2676	+	965	upstream	965	HEXA-AS1
chr15	73662033	73662227	195	*	X25289	10021	73612200	73661605	49406	-	427	upstream	427	HCN4
chr15	73926144	73926338	195	*	X25301	27020	73852344	73925753	73410	-	390	upstream	390	NPTN
chr15	74043505	74043624	120	*	X25318	388135	74032141	74043816	11676	-	0	inside	191	INSYN1
chr15	74419848	74419952	105	*	X25345	57611	74421715	74429143	7429	+	1762	upstream	1762	ISLR2
chr15	74421146	74421255	110	*	X25346	57611	74421715	74429143	7429	+	459	upstream	459	ISLR2
chr15	74422582	74422802	221	*	X25347	283731	74418714	74421619	2906	-	962	upstream	962	LOC283731
chr15	74423133	74423387	255	*	X25348	283731	74418714	74421619	2906	-	1513	upstream	1513	LOC283731
chr15	74423461	74423550	90	*	X25349	283731	74418714	74421619	2906	-	1841	upstream	1841	LOC283731
chr15	74501976	74502080	105	*	X25368	64220	74471808	74502046	30239	-	0	overlapStart	0	STRA6
chr15	74651976	74652021	46	*	X25406	729739	74653893	74654382	490	+	1871	upstream	1871	PPIAP46
chr15	74752491	74752625	135	*	X25426	440288	74753606	74773633	20028	+	980	upstream	980	UBL7-AS1
chr15	74832344	74832404	61	*	X25427	10620	74833548	74890472	56925	+	1143	upstream	1143	ARID3B
chr15	75073086	75073400	315	*	X25440	1445	75074425	75095539	21115	+	1024	upstream	1024	CSK
chr15	75073671	75073850	180	*	X25441	1445	75074425	75095539	21115	+	574	upstream	574	CSK
chr15	75250627	75250760	134	*	X25457	54913	75247443	75249775	2333	-	851	upstream	851	RPP25
chr15	75490548	75490665	118	*	X25475	56905	75491233	75504510	13278	+	567	upstream	567	C15orf39
chr15	75748991	75749110	120	*	X25485	25942	75661720	75748124	86405	-	866	upstream	866	SIN3A
chr15	75871946	75871967	22	*	X25487	5780	75759462	75871625	112164	-	320	upstream	320	PTPN9
chr15	76005289	76005395	107	*	X25497	1464	75966663	76005189	38527	-	99	upstream	99	CSPG4
chr15	76134963	76135059	97	*	X25512	92912	76135622	76193388	57767	+	562	upstream	562	UBE2Q2
chr15	78219041	78219232	192	*	X25625	645752	78206559	78219188	12630	-	0	overlapStart	0	LOC645752
chr15	78440227	78440271	45	*	X25641	3419	78441719	78462884	21166	+	1447	upstream	1447	IDH3A
chr15	78526894	78527013	120	*	X25644	23205	78463187	78527049	63863	-	0	inside	35	ACSBG1
chr15	78527524	78527628	105	*	X25645	23205	78463187	78527049	63863	-	474	upstream	474	ACSBG1
chr15	78729866	78729955	90	*	X25656	3658	78730518	78793798	63281	+	562	upstream	562	IREB2
chr15	78914014	78914088	75	*	X25662	1136	78885395	78913637	28243	-	376	upstream	376	CHRNA3
chr15	78914424	78914454	31	*	X25663	1136	78885395	78913637	28243	-	786	upstream	786	CHRNA3
chr15	79382845	79382994	150	*	X25688	5923	79252289	79383215	130927	-	0	inside	220	RASGRF1
chr15	79383160	79383354	195	*	X25689	5923	79252289	79383215	130927	-	0	overlapStart	0	RASGRF1
chr15	79502016	79502150	135	*	X25691	406960	79502130	79502213	84	+	0	overlapStart	0	MIR184
chr15	79723529	79723624	96	*	X25693	23251	79724858	79764642	39785	+	1233	upstream	1233	MINAR1
chr15	79723820	79723939	120	*	X25694	23251	79724858	79764642	39785	+	918	upstream	918	MINAR1
chr15	80444065	80444229	165	*	X25710	2184	80445131	80478924	33794	+	901	upstream	901	FAH
chr15	81617052	81617085	34	*	X25760	80765	81605007	81616524	11518	-	527	upstream	527	STARD5
chr15	83314988	83315077	90	*	X25782	283692	83316521	83361572	45052	+	1443	upstream	1443	CPEB1-AS1
chr15	83379775	83379842	68	*	X25788	8120	83328033	83378635	50603	-	1139	upstream	1139	AP3B2
chr15	85143200	85143304	105	*	X25816	54993	85144249	85166947	22699	+	944	upstream	944	ZSCAN2
chr15	85174445	85174549	105	*	X25820	54581	85174691	85185694	11004	+	141	upstream	141	SCAND2P
chr15	86315279	86315383	105	*	X25866	100302121	86313727	86313809	83	-	1469	upstream	1469	MIR1276
chr15	86338378	86338390	13	*	X25874	64410	86302559	86338189	35631	-	188	upstream	188	KLHL25
chr15	89090602	89090766	165	*	X25921	55070	89054786	89089912	35127	-	689	upstream	689	DET1
